Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"NIFTY MIDCAP 150","11,429.50","11,554.45","11,424.80","11,543.55","147.90","1.30","9,896.29","10,059.74","30,892.40","4,632.70","47.37","2.85"
"IDEA","14.15","15.70","14.05","15.30","1.30","9.29","6,356.87","946.54","16.80","4.55","50.00","38.46"
"ALKYLAMINE","3,340.00","3,566.00","3,335.00","3,554.90","228.00","6.85","2.27","79.64","4,749.00","1,520.46","-7.58","11.53"
"GICRE","134.30","143.65","134.30","141.00","6.85","5.11","50.88","71.91","244.20","116.60","1.11","-0.53"
"DHANI","157.50","169.90","157.00","164.50","8.00","5.11","34.54","56.42","395.95","139.20","-51.19","-0.54"
"TATACOMM","1,407.90","1,499.00","1,405.05","1,464.00","66.65","4.77","27.94","409.45","1,540.00","950.05","36.07","12.68"
"MAXHEALTH","431.50","458.05","423.50","450.05","20.00","4.65","15.22","66.36","458.05","139.65","220.32","18.37"
"ABFRL","261.80","273.40","261.40","272.00","10.65","4.07","35.92","96.61","310.00","148.50","64.55","6.62"
"NIACL","137.60","144.80","136.80","140.50","5.50","4.07","23.77","33.60","197.00","124.50","8.79","-2.94"
"BHEL","57.40","59.45","57.25","59.05","1.95","3.42","294.72","173.29","80.35","34.95","66.81","0.25"
"NATIONALUM","98.10","101.60","98.00","100.80","3.20","3.28","205.16","206.43","127.95","41.00","142.60","14.09"
"AIAENG","1,806.50","1,883.95","1,806.50","1,878.90","55.80","3.06","0.31","5.79","2,234.00","1,766.00","-5.82","-0.99"
"TRENT","1,042.50","1,069.90","1,029.55","1,063.90","31.05","3.01","4.52","47.58","1,209.95","585.00","57.02","4.88"
"BATAINDIA","1,820.00","1,892.85","1,820.00","1,871.00","53.90","2.97","7.24","134.90","2,262.00","1,263.60","18.34","-0.38"
"AMARAJABAT","623.95","638.25","621.20","637.00","18.20","2.94","11.76","74.39","1,025.55","584.25","-31.94","3.09"
"PAGEIND","39,633.80","40,745.20","39,593.20","40,581.70","1,153.60","2.93","0.19","76.06","41,775.00","26,864.55","48.45","5.71"
"ATGL","1,701.00","1,740.00","1,681.10","1,730.00","47.60","2.83","2.71","46.80","1,987.10","341.00","-","-"
"INDIAMART","6,350.70","6,540.00","6,291.00","6,475.60","168.60","2.67","1.69","108.53","9,950.00","6,200.00","3.59","-13.19"
"GILLETTE","5,294.00","5,395.00","5,220.05","5,394.00","136.65","2.60","0.11","5.55","6,275.00","5,202.00","-6.93","-0.65"
"BALKRISIND","2,262.80","2,330.50","2,250.00","2,320.00","56.90","2.51","2.09","48.28","2,723.80","1,516.65","43.65","6.68"
"CANBK","196.05","201.35","195.85","199.75","4.75","2.44","72.02","143.30","247.60","123.60","54.43","0.30"
"EMAMILTD","507.90","524.00","507.00","519.55","12.30","2.42","3.43","17.57","621.80","418.80","22.69","-1.42"
"VBL","867.30","897.00","863.25","882.05","20.75","2.41","1.78","15.70","1,016.00","569.37","-2.28","-1.05"
"SUNTV","489.00","501.60","488.35","499.60","11.75","2.41","8.85","44.01","612.00","450.00","3.98","-4.10"
"UBL","1,547.70","1,591.95","1,547.45","1,585.00","37.30","2.41","2.21","34.90","1,785.80","1,051.40","36.65","5.36"
"DALBHARAT","1,811.00","1,865.95","1,798.15","1,847.50","43.15","2.39","2.02","37.35","2,548.40","1,035.10","71.42","-1.38"
"SANOFI","7,737.00","7,940.00","7,704.05","7,935.00","184.70","2.38","0.11","8.89","9,285.00","7,056.55","-4.74","-0.08"
"LALPATHLAB","3,737.00","3,832.80","3,726.85","3,816.00","85.35","2.29","2.07","78.41","4,245.50","2,198.15","64.57","0.70"
"VAIBHAVGBL","584.85","603.00","576.20","587.90","13.05","2.27","1.63","9.67","1,050.00","450.40","-75.71","19.87"
"SONACOMS","725.00","748.70","722.00","739.50","16.35","2.26","15.33","113.04","839.90","295.00","-","-"
"RAMCOCEM","988.00","1,023.00","982.10","1,007.00","22.30","2.26","3.65","36.87","1,132.70","766.05","23.73","7.01"
"LICHSGFIN","363.40","372.30","363.05","369.95","8.10","2.24","11.68","43.18","542.45","339.75","2.68","-0.58"
"ABCAPITAL","122.00","125.50","121.90","123.70","2.70","2.23","112.24","139.08","139.70","78.85","44.34","13.38"
"FORTIS","293.90","308.00","289.15","297.95","6.50","2.23","70.37","211.23","308.00","151.40","93.10","6.11"
"HONAUT","41,350.00","42,900.00","41,101.10","41,970.00","916.65","2.23","0.10","40.34","49,990.00","36,550.00","11.84","7.91"
"POLYCAB","2,420.00","2,478.60","2,405.00","2,463.00","52.25","2.17","4.03","98.77","2,648.00","1,023.50","138.44","6.81"
"DEEPAKNTR","2,451.90","2,494.00","2,446.00","2,491.00","50.60","2.07","6.34","157.03","3,020.00","910.50","168.47","17.53"
"TTKPRESTIG","966.25","989.90","965.00","986.00","19.75","2.04","0.83","8.11","1,264.65","582.23","-84.04","-90.11"
"RECLTD","131.10","134.50","131.10","133.70","2.65","2.02","23.89","31.85","168.85","122.15","0.83","-0.63"
"AFFLE","1,106.00","1,136.70","1,106.00","1,127.95","22.20","2.01","3.24","36.46","1,260.00","705.41","-70.09","-1.82"
"AARTIIND","982.00","1,007.70","980.00","1,001.90","18.80","1.91","5.46","54.77","1,168.00","536.28","-17.84","6.89"
"JKCEMENT","3,307.05","3,410.00","3,297.05","3,370.00","62.95","1.90","1.30","43.86","3,838.00","1,890.00","73.53","4.17"
"IDFCFIRSTB","47.65","49.35","47.25","48.40","0.90","1.89","487.68","235.60","69.30","35.90","32.06","8.52"
"PERSISTENT","4,858.70","4,925.00","4,801.00","4,899.95","89.35","1.86","3.49","169.91","4,925.00","1,465.05","219.76","18.39"
"EXIDEIND","165.90","168.60","165.35","168.20","3.05","1.85","13.37","22.43","219.30","152.60","-12.10","3.32"
"INDHOTEL","176.00","181.85","175.00","180.00","3.15","1.78","46.11","82.33","230.49","91.02","47.72","-0.17"
"VOLTAS","1,203.00","1,240.00","1,199.50","1,220.10","21.30","1.78","11.99","147.12","1,356.90","810.10","48.83","1.59"
"NAM-INDIA","348.00","354.00","346.95","352.20","6.05","1.75","5.14","18.03","476.45","270.00","17.32","-3.85"
"ASHOKLEY","120.60","123.65","120.50","122.65","2.05","1.70","89.89","109.91","153.50","93.75","29.38","2.46"
"PRESTIGE","467.70","479.40","467.70","474.35","7.90","1.69","3.09","14.63","522.00","261.60","79.07","12.47"
"GODREJPROP","1,853.25","1,881.95","1,848.15","1,871.55","31.10","1.69","3.92","73.29","2,598.00","1,200.00","34.28","-6.27"
"L&TFH","76.80","78.00","76.40","77.50","1.25","1.64","42.88","33.19","113.40","71.50","-16.76","2.99"
"MPHASIS","3,345.60","3,419.20","3,310.00","3,399.00","53.40","1.60","4.42","149.30","3,659.75","1,505.00","113.72","17.40"
"OBEROIRLTY","852.00","869.40","851.00","860.00","13.35","1.58","5.05","43.50","1,051.90","510.00","51.42","3.27"
"CONCOR","606.00","616.85","605.85","614.00","9.45","1.56","2.56","15.67","754.40","392.15","53.94","-0.97"
"UNIONBANK","42.80","43.65","42.75","43.45","0.65","1.52","58.92","25.59","54.80","29.20","35.99","1.05"
"TVSMOTOR","615.70","630.50","615.70","625.00","9.30","1.51","7.28","45.52","813.95","480.00","28.47","-8.96"
"SUNDARMFIN","2,245.50","2,319.95","2,214.95","2,264.00","33.60","1.51","0.18","4.17","2,868.00","1,651.50","24.61","0.09"
"SRTRANSFIN","1,204.70","1,231.50","1,201.90","1,216.00","17.80","1.49","10.58","128.74","1,696.40","1,032.40","17.03","-13.56"
"MANAPPURAM","162.55","166.40","162.30","164.90","2.35","1.45","23.44","38.63","224.50","139.10","-0.42","0.89"
"SOLARINDS","2,350.15","2,430.00","2,350.15","2,402.15","34.20","1.44","0.30","7.23","2,938.00","1,072.10","120.62","-13.20"
"HINDCOPPER","123.00","127.50","122.85","124.40","1.75","1.43","53.86","67.62","196.75","53.60","99.68","11.72"
"SUMICHEM","383.40","392.50","383.25","386.95","5.45","1.43","3.23","12.47","459.90","268.20","32.18","4.12"
"GUJGASLTD","628.00","638.45","626.45","634.80","8.85","1.41","4.69","29.64","786.00","342.05","66.09","-5.25"
"ENDURANCE","1,670.50","1,710.00","1,655.50","1,685.15","23.35","1.41","0.40","6.69","1,989.00","1,249.40","25.32","1.04"
"PFC","117.90","120.55","117.90","119.65","1.65","1.40","16.36","19.57","153.75","104.10","4.45","2.88"
"ISEC","789.60","798.65","779.45","798.65","10.60","1.35","1.62","12.78","896.05","376.90","75.35","9.11"
"M&MFIN","147.35","149.90","146.40","149.10","1.85","1.26","20.29","30.21","224.30","138.55","-14.43","-3.93"
"INDIANB","138.25","141.15","138.25","139.60","1.70","1.23","12.81","17.92","194.95","84.60","60.37","-2.24"
"JSWENERGY","308.00","308.00","298.00","303.00","3.65","1.22","6.52","19.81","408.00","66.00","-","-"
"TATAPOWER","218.90","222.00","218.35","220.95","2.60","1.19","127.38","281.15","267.85","74.45","191.49","1.91"
"BANKINDIA","50.45","51.60","50.40","51.45","0.60","1.18","27.77","14.25","101.40","47.90","4.57","-5.25"
"VINATIORGA","1,960.00","1,990.00","1,960.00","1,986.80","23.00","1.17","0.22","4.32","2,184.00","1,174.55","62.89","5.50"
"TATAELXSI","5,875.00","5,895.00","5,801.00","5,880.00","65.85","1.13","0.96","56.42","6,730.00","1,802.75","217.55","1.70"
"SUNDRMFAST","896.90","915.00","895.50","907.00","10.10","1.13","0.59","5.37","993.70","513.00","73.62","3.58"
"NATCOPHARM","901.00","906.00","891.60","904.80","10.00","1.12","3.85","34.59","1,189.00","771.50","-6.58","8.02"
"CROMPTON","433.00","440.05","430.95","436.90","4.70","1.09","6.35","27.75","512.80","350.35","18.61","-2.53"
"TATACHEM","880.00","897.65","880.00","893.50","9.55","1.08","5.83","52.08","1,158.00","466.00","86.26","2.44"
"MRF","72,011.00","73,699.25","72,011.00","72,860.00","740.45","1.03","0.06","47.27","98,599.95","68,700.00","-5.28","-2.37"
"FEDERALBNK","82.20","83.50","82.10","83.05","0.85","1.03","75.08","62.28","107.65","66.25","23.49","-4.32"
"PETRONET","214.40","217.20","214.10","216.55","2.20","1.03","6.12","13.23","275.35","209.65","-12.15","-1.50"
"MGL","858.00","871.55","856.80","863.70","8.65","1.01","2.99","25.90","1,284.40","834.00","-19.31","-5.84"
"AAVAS","2,599.00","2,635.00","2,535.00","2,600.00","24.25","0.94","0.40","10.28","3,074.35","1,660.00","54.02","-7.67"
"CUMMINSIND","932.40","944.40","931.00","940.65","8.25","0.88","1.44","13.58","1,064.45","567.15","64.55","7.07"
"MINDTREE","4,755.00","4,788.90","4,724.00","4,775.00","41.40","0.87","5.37","255.72","5,060.00","1,550.20","192.95","10.31"
"APOLLOTYRE","217.15","222.10","217.15","218.95","1.80","0.83","22.19","48.80","261.25","174.50","21.71","7.04"
"SYNGENE","617.65","621.95","611.60","618.90","4.95","0.81","3.50","21.60","700.00","490.50","1.39","3.82"
"BAYERCROP","4,937.00","4,995.00","4,828.20","4,975.00","39.55","0.80","0.22","10.68","6,130.00","4,512.00","-9.39","8.06"
"ASTRAL","2,275.00","2,314.00","2,260.00","2,288.00","16.65","0.73","1.87","42.84","2,630.00","1,411.20","33.25","4.11"
"THERMAX","1,789.95","1,808.25","1,778.45","1,789.25","12.80","0.72","0.54","9.76","1,943.80","895.00","97.24","2.04"
"SUVENPHAR","489.90","499.00","489.80","492.00","3.40","0.70","1.28","6.32","590.00","435.00","7.92","1.10"
"KANSAINER","582.00","595.40","580.35","585.45","3.95","0.68","2.56","14.98","680.00","521.35","-6.27","-1.81"
"ZEEL","319.10","323.00","318.35","320.25","2.15","0.68","78.67","252.18","378.70","166.80","46.13","-1.25"
"GSPL","292.00","296.90","290.80","294.60","1.95","0.67","2.57","7.56","379.20","190.90","31.72","-5.97"
"TORNTPOWER","549.15","555.00","545.30","552.50","3.45","0.63","3.93","21.67","606.55","296.50","72.87","0.24"
"CASTROLIND","121.95","124.60","121.95","122.70","0.75","0.62","4.97","6.14","154.90","117.70","-0.69","-5.07"
"RAJESHEXPO","736.50","745.00","735.00","738.55","4.45","0.61","0.43","3.17","798.00","468.35","51.72","-3.51"
"WABCOINDIA","8,552.00","8,560.00","8,383.10","8,478.50","51.50","0.61","0.07","5.84","8,725.70","5,262.00","50.99","4.99"
"SRF","2,408.00","2,428.15","2,405.20","2,418.00","14.45","0.60","3.49","84.35","2,538.00","1,026.21","-56.17","20.55"
