Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"VMART","3,675.00","3,785.00","3,631.65","3,729.00","101.20","2.79","0.23","8.35","4,848.80","2,323.05","51.32","-5.54"
"HEMIPROP","125.50","130.50","125.00","127.90","3.40","2.73","6.22","7.96","201.80","72.50","44.93","-2.25"
"INDIAMART","6,350.70","6,540.00","6,291.00","6,475.60","168.60","2.67","1.69","108.53","9,950.00","6,200.00","3.59","-13.19"
"HEIDELBERG","222.90","227.40","220.05","226.75","5.80","2.63","1.16","2.61","284.95","211.30","-1.09","2.74"
"GILLETTE","5,294.00","5,395.00","5,220.05","5,394.00","136.65","2.60","0.11","5.55","6,275.00","5,202.00","-6.93","-0.65"
"SHRIRAMCIT","1,744.40","1,779.85","1,730.60","1,775.00","44.45","2.57","0.27","4.81","2,602.00","975.00","67.00","-20.26"
"KPITTECH","608.10","619.90","601.50","613.00","15.35","2.57","23.05","141.14","619.90","126.80","356.95","23.93"
"ASTRAZEN","3,024.95","3,111.20","3,015.05","3,096.10","77.55","2.57","0.33","10.26","4,910.00","2,958.20","-33.31","-1.31"
"BALKRISIND","2,262.80","2,330.50","2,250.00","2,320.00","56.90","2.51","2.09","48.28","2,723.80","1,516.65","43.65","6.68"
"PRAJIND","328.70","335.00","328.70","334.90","8.20","2.51","4.14","13.83","407.00","101.35","192.11","-5.77"
"TATACOFFEE","208.90","216.20","208.40","213.70","5.20","2.49","30.46","64.98","254.40","103.50","102.46","5.35"
"KALYANKJIL","66.95","68.90","66.95","68.45","1.65","2.47","7.78","5.31","89.75","56.30","-","-"
"CANBK","196.05","201.35","195.85","199.75","4.75","2.44","72.02","143.30","247.60","123.60","54.43","0.30"
"IBULHSGFIN","215.90","219.65","215.25","218.00","5.15","2.42","192.02","418.16","313.70","154.20","1.47","-4.80"
"EMAMILTD","507.90","524.00","507.00","519.55","12.30","2.42","3.43","17.57","621.80","418.80","22.69","-1.42"
"VBL","867.30","897.00","863.25","882.05","20.75","2.41","1.78","15.70","1,016.00","569.37","-2.28","-1.05"
"SUNTV","489.00","501.60","488.35","499.60","11.75","2.41","8.85","44.01","612.00","450.00","3.98","-4.10"
"UBL","1,547.70","1,591.95","1,547.45","1,585.00","37.30","2.41","2.21","34.90","1,785.80","1,051.40","36.65","5.36"
"TV18BRDCST","44.00","46.00","43.90","44.90","1.05","2.39","67.41","30.27","55.80","26.25","44.61","8.98"
"DALBHARAT","1,811.00","1,865.95","1,798.15","1,847.50","43.15","2.39","2.02","37.35","2,548.40","1,035.10","71.42","-1.38"
"SANOFI","7,737.00","7,940.00","7,704.05","7,935.00","184.70","2.38","0.11","8.89","9,285.00","7,056.55","-4.74","-0.08"
"SUPPETRO","689.00","712.00","689.00","696.00","16.05","2.36","0.70","4.89","818.75","339.00","95.70","5.45"
"SUPRAJIT","418.80","434.40","415.00","428.65","9.85","2.35","2.26","9.58","474.90","196.00","113.42","3.08"
"INDIACEM","187.55","194.40","187.55","192.25","4.40","2.34","26.35","50.70","232.00","142.35","10.46","4.46"
"ERIS","749.85","767.00","741.05","763.00","17.35","2.33","0.97","7.35","863.00","473.50","33.32","6.03"
"LALPATHLAB","3,737.00","3,832.80","3,726.85","3,816.00","85.35","2.29","2.07","78.41","4,245.50","2,198.15","64.57","0.70"
"VAIBHAVGBL","584.85","603.00","576.20","587.90","13.05","2.27","1.63","9.67","1,050.00","450.40","-75.71","19.87"
"RAMCOCEM","988.00","1,023.00","982.10","1,007.00","22.30","2.26","3.65","36.87","1,132.70","766.05","23.73","7.01"
"SONACOMS","725.00","748.70","722.00","739.50","16.35","2.26","15.33","113.04","839.90","295.00","-","-"
"INDOCO","446.70","456.00","437.00","454.40","9.95","2.24","1.58","7.06","530.25","274.20","52.53","17.05"
"LICHSGFIN","363.40","372.30","363.05","369.95","8.10","2.24","11.68","43.18","542.45","339.75","2.68","-0.58"
"FORTIS","293.90","308.00","289.15","297.95","6.50","2.23","70.37","211.23","308.00","151.40","93.10","6.11"
"ABCAPITAL","122.00","125.50","121.90","123.70","2.70","2.23","112.24","139.08","139.70","78.85","44.34","13.38"
"HONAUT","41,350.00","42,900.00","41,101.10","41,970.00","916.65","2.23","0.10","40.34","49,990.00","36,550.00","11.84","7.91"
"EDELWEISS","70.30","72.95","70.00","71.60","1.55","2.21","15.03","10.73","100.90","56.70","1.85","6.71"
"JUSTDIAL","796.40","833.00","795.00","810.00","17.30","2.18","8.00","65.16","1,138.00","562.50","27.95","23.93"
"POLYCAB","2,420.00","2,478.60","2,405.00","2,463.00","52.25","2.17","4.03","98.77","2,648.00","1,023.50","138.44","6.81"
"SJVN","30.40","31.00","30.15","30.70","0.65","2.16","50.99","15.63","33.75","24.50","21.34","10.23"
"AVANTIFEED","548.50","573.50","548.50","563.00","11.65","2.11","5.02","28.31","674.85","410.00","7.74","7.26"
"SPARC","276.55","289.00","276.55","285.10","5.80","2.08","14.66","41.76","312.00","141.00","57.04","15.52"
"DEEPAKNTR","2,451.90","2,494.00","2,446.00","2,491.00","50.60","2.07","6.34","157.03","3,020.00","910.50","168.47","17.53"
"IEX","248.90","254.10","248.30","252.80","5.10","2.06","60.21","151.71","318.67","68.10","13.41","-66.04"
"TTKPRESTIG","966.25","989.90","965.00","986.00","19.75","2.04","0.83","8.11","1,264.65","582.23","-84.04","-90.11"
"RECLTD","131.10","134.50","131.10","133.70","2.65","2.02","23.89","31.85","168.85","122.15","0.83","-0.63"
"AFFLE","1,106.00","1,136.70","1,106.00","1,127.95","22.20","2.01","3.24","36.46","1,260.00","705.41","-70.09","-1.82"
"BALRAMCHIN","359.70","369.65","357.65","369.00","7.25","2.00","24.83","90.67","398.00","157.00","117.25","18.40"
"PNBHOUSING","485.00","498.75","484.00","495.00","9.60","1.98","1.81","8.94","925.00","325.05","38.64","-10.12"
"AARTIIND","982.00","1,007.70","980.00","1,001.90","18.80","1.91","5.46","54.77","1,168.00","536.28","-17.84","6.89"
"JKCEMENT","3,307.05","3,410.00","3,297.05","3,370.00","62.95","1.90","1.30","43.86","3,838.00","1,890.00","73.53","4.17"
"JBCHEPHARM","1,742.00","1,806.30","1,715.00","1,774.95","32.95","1.89","1.94","34.37","1,985.00","956.05","76.29","8.31"
"SFL","3,152.00","3,249.00","3,152.00","3,228.00","59.75","1.89","0.15","4.72","3,487.00","1,676.45","88.04","-1.00"
"IDFCFIRSTB","47.65","49.35","47.25","48.40","0.90","1.89","487.68","235.60","69.30","35.90","32.06","8.52"
"MAHINDCIE","231.10","235.10","230.00","234.75","4.30","1.87","1.16","2.70","312.00","150.25","37.76","-1.90"
"PERSISTENT","4,858.70","4,925.00","4,801.00","4,899.95","89.35","1.86","3.49","169.91","4,925.00","1,465.05","219.76","18.39"
"HATHWAY","21.55","22.40","21.45","21.85","0.40","1.86","30.71","6.73","35.30","19.60","-33.18","9.25"
"CESC","86.30","87.80","86.20","87.65","1.60","1.86","10.57","9.22","102.45","57.72","-85.62","0.17"
"EXIDEIND","165.90","168.60","165.35","168.20","3.05","1.85","13.37","22.43","219.30","152.60","-12.10","3.32"
"CHALET","212.00","217.75","212.00","215.80","3.90","1.84","0.91","1.96","292.80","122.65","17.25","-9.27"
"SCHNEIDER","103.90","107.55","103.85","105.60","1.90","1.83","3.91","4.14","147.15","82.00","23.22","1.25"
"JSLHISAR","343.10","353.05","343.10","349.00","6.10","1.78","1.99","6.96","358.80","109.05","144.14","15.37"
"VOLTAS","1,203.00","1,240.00","1,199.50","1,220.10","21.30","1.78","11.99","147.12","1,356.90","810.10","48.83","1.59"
"KARURVYSYA","44.95","46.25","44.75","45.70","0.80","1.78","23.09","10.51","64.55","38.40","0.22","-4.69"
"INDHOTEL","176.00","181.85","175.00","180.00","3.15","1.78","46.11","82.33","230.49","91.02","47.72","-0.17"
"LEMONTREE","45.00","46.90","45.00","46.25","0.80","1.76","13.51","6.25","59.90","27.00","14.76","3.82"
"NAM-INDIA","348.00","354.00","346.95","352.20","6.05","1.75","5.14","18.03","476.45","270.00","17.32","-3.85"
"TCIEXP","2,178.65","2,227.40","2,175.00","2,200.00","37.75","1.75","0.34","7.46","2,572.00","811.05","137.84","2.72"
"ASHOKLEY","120.60","123.65","120.50","122.65","2.05","1.70","89.89","109.91","153.50","93.75","29.38","2.46"
"GODREJPROP","1,853.25","1,881.95","1,848.15","1,871.55","31.10","1.69","3.92","73.29","2,598.00","1,200.00","34.28","-6.27"
"PRESTIGE","467.70","479.40","467.70","474.35","7.90","1.69","3.09","14.63","522.00","261.60","79.07","12.47"
"CHAMBLFERT","388.90","396.50","388.90","393.80","6.45","1.67","8.39","32.98","451.00","200.35","69.52","8.19"
"L&TFH","76.80","78.00","76.40","77.50","1.25","1.64","42.88","33.19","113.40","71.50","-16.76","2.99"
"GPPL","98.05","99.95","98.05","99.65","1.60","1.63","3.70","3.67","124.30","86.00","-0.20","1.17"
"PVR","1,252.00","1,307.95","1,252.00","1,294.00","20.60","1.62","13.81","176.92","1,839.00","988.35","0.31","-5.66"
"MPHASIS","3,345.60","3,419.20","3,310.00","3,399.00","53.40","1.60","4.42","149.30","3,659.75","1,505.00","113.72","17.40"
"STARCEMENT","94.05","95.75","94.05","95.55","1.50","1.59","0.95","0.90","120.00","88.45","-6.14","0.26"
"OBEROIRLTY","852.00","869.40","851.00","860.00","13.35","1.58","5.05","43.50","1,051.90","510.00","51.42","3.27"
"CONCOR","606.00","616.85","605.85","614.00","9.45","1.56","2.56","15.67","754.40","392.15","53.94","-0.97"
"PGHL","5,139.80","5,475.00","5,011.00","5,194.00","78.65","1.54","0.19","10.13","7,500.00","4,903.00","-24.26","-2.45"
"KNRCON","295.50","302.70","294.60","299.50","4.50","1.53","5.06","15.15","343.90","162.00","-8.14","6.51"
"UNIONBANK","42.80","43.65","42.75","43.45","0.65","1.52","58.92","25.59","54.80","29.20","35.99","1.05"
"ASHOKA","99.30","100.85","98.65","100.55","1.50","1.51","17.68","17.67","125.00","78.40","11.54","4.52"
"CCL","425.00","437.00","417.00","429.70","6.40","1.51","6.70","28.66","494.80","226.35","62.21","6.40"
"SUNDARMFIN","2,245.50","2,319.95","2,214.95","2,264.00","33.60","1.51","0.18","4.17","2,868.00","1,651.50","24.61","0.09"
"TVSMOTOR","615.70","630.50","615.70","625.00","9.30","1.51","7.28","45.52","813.95","480.00","28.47","-8.96"
"SRTRANSFIN","1,204.70","1,231.50","1,201.90","1,216.00","17.80","1.49","10.58","128.74","1,696.40","1,032.40","17.03","-13.56"
"AEGISCHEM","218.75","224.00","217.60","222.00","3.20","1.46","5.60","12.39","387.90","191.75","-11.27","-3.18"
"MANAPPURAM","162.55","166.40","162.30","164.90","2.35","1.45","23.44","38.63","224.50","139.10","-0.42","0.89"
"UFLEX","506.90","523.15","506.90","512.00","7.25","1.44","0.78","4.03","658.00","337.55","36.53","4.69"
"SOLARINDS","2,350.15","2,430.00","2,350.15","2,402.15","34.20","1.44","0.30","7.23","2,938.00","1,072.10","120.62","-13.20"
"HINDCOPPER","123.00","127.50","122.85","124.40","1.75","1.43","53.86","67.62","196.75","53.60","99.68","11.72"
"SUMICHEM","383.40","392.50","383.25","386.95","5.45","1.43","3.23","12.47","459.90","268.20","32.18","4.12"
"GUJGASLTD","628.00","638.45","626.45","634.80","8.85","1.41","4.69","29.64","786.00","342.05","66.09","-5.25"
"ENDURANCE","1,670.50","1,710.00","1,655.50","1,685.15","23.35","1.41","0.40","6.69","1,989.00","1,249.40","25.32","1.04"
"PFC","117.90","120.55","117.90","119.65","1.65","1.40","16.36","19.57","153.75","104.10","4.45","2.88"
"RALLIS","271.90","276.80","271.90","274.50","3.75","1.39","3.56","9.76","362.60","242.35","-2.93","10.24"
"ADVENZYMES","323.30","329.00","323.00","326.05","4.40","1.37","0.74","2.42","503.70","301.10","1.30","-0.43"
"NESCO","576.00","592.60","576.00","587.00","7.80","1.35","0.27","1.57","696.80","465.00","7.21","-0.69"
"ISEC","789.60","798.65","779.45","798.65","10.60","1.35","1.62","12.78","896.05","376.90","75.35","9.11"
"ELGIEQUIP","296.00","303.00","292.10","300.00","3.80","1.28","1.50","4.46","347.00","149.80","93.74","8.99"
"CAMS","2,640.00","2,674.90","2,640.00","2,672.00","33.15","1.26","0.99","26.26","4,067.40","1,701.00","48.75","-13.18"
"M&MFIN","147.35","149.90","146.40","149.10","1.85","1.26","20.29","30.21","224.30","138.55","-14.43","-3.93"
"TATASTLLP","724.90","740.00","723.05","730.40","9.05","1.25","0.41","2.98","1,173.00","542.30","32.43","2.82"
"TRIDENT","53.00","55.10","52.60","53.15","0.65","1.24","393.49","213.90","59.90","9.50","447.94","2.21"
"INDIANB","138.25","141.15","138.25","139.60","1.70","1.23","12.81","17.92","194.95","84.60","60.37","-2.24"
"JMFINANCIL","73.40","76.55","73.10","74.40","0.90","1.22","17.01","12.70","117.70","64.90","-10.95","4.57"
"JSWENERGY","308.00","308.00","298.00","303.00","3.65","1.22","6.52","19.81","408.00","66.00","-","-"
"VENKEYS","2,645.00","2,753.50","2,628.00","2,660.00","31.80","1.21","0.93","25.16","3,955.00","1,495.10","53.03","6.81"
"BAJAJELEC","1,280.00","1,297.85","1,261.55","1,286.50","15.30","1.20","1.27","16.25","1,588.95","602.25","109.68","19.76"
"TATAPOWER","218.90","222.00","218.35","220.95","2.60","1.19","127.38","281.15","267.85","74.45","191.49","1.91"
"BANKINDIA","50.45","51.60","50.40","51.45","0.60","1.18","27.77","14.25","101.40","47.90","4.57","-5.25"
"VINATIORGA","1,960.00","1,990.00","1,960.00","1,986.80","23.00","1.17","0.22","4.32","2,184.00","1,174.55","62.89","5.50"
"UCOBANK","12.95","13.05","12.90","13.05","0.15","1.16","14.11","1.83","16.35","10.75","3.16","0.77"
"GMMPFAUDLR","4,770.00","4,924.00","4,762.80","4,842.70","54.85","1.15","0.39","19.15","5,435.00","3,535.00","28.44","8.18"
"MIDHANI","178.45","183.50","178.20","180.25","2.05","1.15","3.46","6.28","221.85","174.00","-8.48","-2.22"
"ROSSARI","1,280.00","1,299.00","1,250.65","1,285.00","14.50","1.14","0.79","10.05","1,619.00","818.05","35.35","-0.70"
"MAZDOCK","276.50","282.20","276.00","278.85","3.15","1.14","4.13","11.54","321.00","191.85","26.09","7.13"
"TATAELXSI","5,875.00","5,895.00","5,801.00","5,880.00","65.85","1.13","0.96","56.42","6,730.00","1,802.75","217.55","1.70"
"SUNDRMFAST","896.90","915.00","895.50","907.00","10.10","1.13","0.59","5.37","993.70","513.00","73.62","3.58"
"NATCOPHARM","901.00","906.00","891.60","904.80","10.00","1.12","3.85","34.59","1,189.00","771.50","-6.58","8.02"
"JKPAPER","203.10","209.00","203.10","205.35","2.25","1.11","3.74","7.67","284.90","104.45","95.76","-1.32"
"CROMPTON","433.00","440.05","430.95","436.90","4.70","1.09","6.35","27.75","512.80","350.35","18.61","-2.53"
"SIS","455.00","466.05","454.65","460.00","4.95","1.09","0.35","1.60","549.00","353.85","5.08","-4.35"
"TATACHEM","880.00","897.65","880.00","893.50","9.55","1.08","5.83","52.08","1,158.00","466.00","86.26","2.44"
"KRBL","241.00","243.75","241.00","242.60","2.60","1.08","1.66","4.02","337.95","173.15","-3.48","0.52"
"TANLA","1,874.00","1,937.65","1,827.05","1,865.25","19.85","1.08","4.87","92.16","2,023.95","647.00","162.95","24.41"
"MAHABANK","19.15","19.35","19.05","19.25","0.20","1.05","17.73","3.41","32.00","12.95","47.51","0.26"
"KEI","1,146.10","1,180.80","1,145.50","1,169.00","12.10","1.05","1.64","19.11","1,265.00","458.00","138.52","5.80"
"ASTERDM","175.50","175.60","172.70","174.55","1.80","1.04","3.75","6.53","237.00","132.55","4.49","-9.09"
"PETRONET","214.40","217.20","214.10","216.55","2.20","1.03","6.12","13.23","275.35","209.65","-12.15","-1.50"
"FEDERALBNK","82.20","83.50","82.10","83.05","0.85","1.03","75.08","62.28","107.65","66.25","23.49","-4.32"
"MRF","72,011.00","73,699.25","72,011.00","72,860.00","740.45","1.03","0.06","47.27","98,599.95","68,700.00","-5.28","-2.37"
"MCX","1,570.00","1,596.00","1,570.00","1,584.85","16.20","1.03","2.77","43.84","2,135.00","1,432.30","-9.76","-0.89"
"ZENSARTECH","522.70","528.80","514.00","524.00","5.30","1.02","16.95","88.34","587.00","223.40","118.79","17.34"
"MGL","858.00","871.55","856.80","863.70","8.65","1.01","2.99","25.90","1,284.40","834.00","-19.31","-5.84"
"ENGINERSIN","69.25","70.40","69.25","70.00","0.70","1.01","7.50","5.25","93.30","67.30","-11.34","-2.37"
"CENTURYPLY","595.00","602.45","587.90","600.00","5.80","0.98","0.84","5.02","712.90","229.55","156.57","-0.27"
"JINDALSAW","98.95","100.20","98.35","99.10","0.95","0.97","7.19","7.14","147.60","69.85","30.65","-1.98"
"PNCINFRA","261.00","264.85","260.65","263.00","2.45","0.94","2.45","6.46","395.90","169.50","51.63","-14.44"
"AAVAS","2,599.00","2,635.00","2,535.00","2,600.00","24.25","0.94","0.40","10.28","3,074.35","1,660.00","54.02","-7.67"
"GALAXYSURF","3,091.25","3,155.00","3,091.25","3,140.00","29.30","0.94","0.11","3.55","3,585.65","1,989.50","57.23","13.07"
"AMBER","3,291.45","3,333.00","3,290.00","3,322.00","30.55","0.93","0.25","8.22","3,788.65","2,340.00","39.61","9.66"
"GARFIBRES","3,180.00","3,198.75","3,152.95","3,193.75","28.55","0.90","0.15","4.62","4,030.00","2,125.10","41.92","-0.18"
"JSL","194.35","203.90","194.35","198.30","1.75","0.89","17.92","36.00","207.90","60.45","157.53","20.07"
"CUMMINSIND","932.40","944.40","931.00","940.65","8.25","0.88","1.44","13.58","1,064.45","567.15","64.55","7.07"
"MINDTREE","4,755.00","4,788.90","4,724.00","4,775.00","41.40","0.87","5.37","255.72","5,060.00","1,550.20","192.95","10.31"
"JYOTHYLAB","138.15","138.80","137.20","138.50","1.20","0.87","3.62","5.00","187.30","135.00","-5.75","-10.38"
"CDSL","1,486.50","1,528.00","1,485.00","1,499.50","12.80","0.86","6.43","96.86","1,734.40","476.35","185.73","3.34"
"CEATLTD","1,200.55","1,225.50","1,190.60","1,210.70","10.15","0.85","0.92","11.11","1,763.00","1,051.55","12.99","3.10"
"BEML","1,634.00","1,679.00","1,633.65","1,645.10","13.75","0.84","2.17","35.87","2,085.00","888.10","70.35","-10.96"
"VTL","2,335.00","2,382.90","2,275.55","2,353.00","19.60","0.84","0.91","21.19","2,420.00","1,011.35","115.08","15.80"
"APOLLOTYRE","217.15","222.10","217.15","218.95","1.80","0.83","22.19","48.80","261.25","174.50","21.71","7.04"
"SHARDACROP","354.30","358.50","350.10","353.00","2.90","0.83","2.20","7.79","387.00","258.70","31.25","12.28"
"MRPL","43.00","43.50","42.85","43.15","0.35","0.82","3.65","1.57","57.80","33.80","22.41","-2.82"
"SYNGENE","617.65","621.95","611.60","618.90","4.95","0.81","3.50","21.60","700.00","490.50","1.39","3.82"
"BSOFT","543.45","549.00","539.00","545.50","4.40","0.81","23.59","128.42","549.35","215.90","114.93","14.85"
"UJJIVANSFB","18.40","18.75","18.40","18.65","0.15","0.81","11.28","2.10","44.60","17.00","-53.08","2.47"
"SOBHA","893.05","904.15","880.60","894.00","7.10","0.80","2.62","23.38","980.00","347.60","133.73","4.37"
"BAYERCROP","4,937.00","4,995.00","4,828.20","4,975.00","39.55","0.80","0.22","10.68","6,130.00","4,512.00","-9.39","8.06"
"JKLAKSHMI","575.00","582.00","568.50","577.00","4.55","0.79","0.74","4.26","816.00","310.30","67.08","-9.13"
"IRCON","44.90","45.35","44.80","45.25","0.35","0.78","9.63","4.34","54.25","39.68","-47.93","0.67"
"GREAVESCOT","136.30","139.70","136.30","138.10","1.05","0.77","5.75","7.98","184.40","84.45","59.84","0.58"
"MINDACORP","169.35","172.70","167.90","169.70","1.25","0.74","4.40","7.49","179.85","84.45","87.72","3.86"
"BASF","2,994.70","3,071.70","2,935.00","3,000.00","21.70","0.73","0.46","13.67","3,930.00","1,550.00","82.74","10.58"
"ASTRAL","2,275.00","2,314.00","2,260.00","2,288.00","16.65","0.73","1.87","42.84","2,630.00","1,411.20","33.25","4.11"
"GRINDWELL","1,904.00","1,925.00","1,859.00","1,905.00","13.55","0.72","0.80","15.30","1,925.00","672.00","163.50","18.08"
"THERMAX","1,789.95","1,808.25","1,778.45","1,789.25","12.80","0.72","0.54","9.76","1,943.80","895.00","97.24","2.04"
"SUVENPHAR","489.90","499.00","489.80","492.00","3.40","0.70","1.28","6.32","590.00","435.00","7.92","1.10"
"RAILTEL","116.25","118.40","116.00","117.00","0.80","0.69","4.77","5.59","189.70","101.00","-","-"
"ZEEL","319.10","323.00","318.35","320.25","2.15","0.68","78.67","252.18","378.70","166.80","46.13","-1.25"
"VGUARD","220.50","222.50","220.50","221.90","1.50","0.68","2.92","6.48","285.00","185.30","18.92","-9.34"
"KANSAINER","582.00","595.40","580.35","585.45","3.95","0.68","2.56","14.98","680.00","521.35","-6.27","-1.81"
"GSPL","292.00","296.90","290.80","294.60","1.95","0.67","2.57","7.56","379.20","190.90","31.72","-5.97"
"POLYMED","951.00","977.35","944.00","958.00","6.35","0.67","1.08","10.41","1,165.00","485.00","87.07","-7.60"
"LUXIND","3,682.10","3,739.75","3,660.00","3,688.00","24.05","0.66","0.37","13.81","4,644.00","1,567.10","122.25","-3.20"
